paper,case.study,old.case.study,new.case.study,efres.division.code,efres.group.code,efres.division,efres.group,efres.class,variable,sign,country,country2,continent,experiment.type,system.type,exper.system,experiment.design,other.fb,taxa,genera,order,origin,size.area,tank.size,water.volume,water.depth,sediment.depth,chlorophyll,nitrogen,phosphorous,carbon,o2,temperature,pH,soft.tissue,dry.weight,weight.g.m2,total.weight,number.fb,density.fb.volume,density.fb.area,length,test,significant,N_effect,X_effect,S_effect,SE_effect,N_ctr,X_ctr,S_ctr,SE_ctr,mul.out,yi,vi
P5160,P5160.1,P5160.1.1,P5160.1,2,2.1,human.inputs,human.inputs,mediation.wastes,Cd.concentration.FB,1,Bulgaria,Bulgaria,Euro,Lab,na,Lab,Repeated,N,Dreissena.polymorpha,Dreissena,Myida,non.native,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,10,na,na,na,na,na,10,820,4.5,1.423,4,0.0725,0.0052,0.0026,na,196.9640788,1385.837042
P2387,P2387.1,na,P2387.1,2,2.1,human.inputs,human.inputs,mediation.wastes,Zn.concentration.FB,1,Ukraine,Ukraine,Euro,Field,River,RiverField,Independent,N,Anodonta.anatina,Anodonta,Unionida,native,na,na,na,8,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,42,489,539.7333,204,24,140,91,91,2387.1,1.165743685,0.228111292
P1851,P1851.1,P1851.1.3,P1851.1,2,2.1,human.inputs,human.inputs,mediation.wastes,Drug.concentration.FB,1,Belgium,Belgium,Euro,Field,River,RiverField,Repeated,N,Anodonta.cygnea,Anodonta,Unionida,native,na,na,na,0.5,0.03,na,1.8,0.2,na,7.1,14.2,7.8,10,na,na,na,5,0.1,na,65,na,na,12,3.3,0.4,0.2,12,1,0.1,0.05,1851.1,5.450684637,1.146656441
P2606,P2606.1,P2606.1.5,P2606.1,2,2.1,human.inputs,human.inputs,mediation.wastes,Mn.concentration.system,-1,France,France,Euro,Field,River,RiverField,Independent,N,Dreissena.polymorpha,Dreissena,Myida,non.native,na,na,na,na,na,na,1.54,na,2,na,12.7,7.9,na,na,na,na,25,na,na,2.2,mann.whitney,Y,24,40.5,6.1,1.2452,23,15,2,0.417,na,-5.474685623,0.401167831
P355,P355.1,P355.1.3,P355.1,2,2.1,human.inputs,human.inputs,mediation.wastes,Denitrification.rate.system,-1,Italy,Italy,Euro,Field,River,RiverField,Independent,Y,Sinanodonta.woodiana,Sinanodonta,Unionida,non.native,na,na,na,na,na,na,na,na,na,na,na,na,na,12.9,na,283,13,na,6,na,mann.whitney,Y,91,0.76,0.14,0.04,126,0,0,0,355.1,-3.014397814,0.117837393
P1374,P1374.1,P1374.1.1,P1374.1,2,2.1,human.inputs,human.inputs,mediation.wastes,Ammonia.concentration.system,-1,Spain,Spain,Euro,Field,River,RiverField,Independent,N,Corbicula.fluminea,Corbicula,Venerida,non.native,17100000000,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,lmm,Y,14,33,4.2,2.1,14,8.8,4.2,2.1,1374.1,-2.243860456,0.404773431
P3650,P3650.1,na,P3650.1,2,2.1,human.inputs,human.inputs,mediation.wastes,La.concentration.FB,1,France,France,Euro,Field,River,RiverField,Independent,N,Corbicula.fluminea,Corbicula,Venerida,non.native,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,5,na,na,na,na,na,420,410,336.9496,87,140,127.6,0,0,3650.1,0.540175639,0.082202395
P2606,P2606.1,P2606.1.2,P2606.2,2,2.1,human.inputs,human.inputs,mediation.wastes,Co.concentration.FB,1,France,France,Euro,Field,River,RiverField,Independent,N,Dreissena.polymorpha,Dreissena,Myida,non.native,na,na,na,na,na,na,1.54,na,2,na,12.7,7.9,na,na,na,na,25,na,na,2.2,mann.whitney,Y,168,1,0.07,0.0143,161,0.86,0.07,0.0146,2606.2,1.591252167,0.154525203
P355,P355.1,P355.1.1,P355.2,2,2.1,human.inputs,human.inputs,mediation.wastes,O.flux.system,1,Italy,Italy,Euro,Field,River,RiverField,Independent,Y,Sinanodonta.woodiana,Sinanodonta,Unionida,non.native,na,na,na,na,na,na,na,na,na,na,na,na,na,12.9,na,283,13,na,6,na,mann.whitney,Y,13,8.5,1.8,0.5,18,0,0,0,na,7.149488614,0.950095367
P2603,P2603.1,P2603.1.1,P2603.1,2,2.1,human.inputs,human.inputs,mediation.wastes,Cu.concentration.FB,1,Germany,Germany,Euro,Field,River,RiverField,Repeated,N,Dreissena.polymorpha,Dreissena,Myida,non.native,na,na,10,na,na,na,na,na,na,na,na,6.98,na,na,na,na,360,36,4000,1.9,na,na,32,61,1,0.2236,32,6.2,0.9,0.2012,2603.1,31.95022047,11.21661208
P954,P954.1,P954.1,P954.1,2,2.1,human.inputs,human.inputs,mediation.wastes,As.concentration.FB,1,Portugal,Portugal,Euro,Meso,River,RiverMeso,Repeated,na,Corbicula.fluminea,Corbicula,Venerida,non.native,na,na,20,na,na,na,na,na,na,na,20,7.06,1.6,na,na,na,15,0.75,na,2,mann.whitney,Y,2,157.8007,49.806,35.2182,2,11.5464,8.434,5.9637,na,2.339725077,1.010819791
P3108,P3108.1,P3108.1.1,P3108.2,2,2.1,human.inputs,human.inputs,mediation.wastes,Cr.concentration.FB,1,France,France,Euro,Meso,River,RiverMeso,Repeated,N,Dreissena.polymorpha,Dreissena,Myida,non.native,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,100,na,na,2,na,na,56,133,19,5.078,6,0,0,0,3108.2,2.97928192,0.53015184
P2890,P2890.1,na,P2890.1,2,2.1,human.inputs,human.inputs,mediation.wastes,Al.concentration.system,-1,Italy,Italy,Euro,Meso,WTP,WTPMeso,Repeated,N,Dreissena.polymorpha,Dreissena,Myida,non.native,na,1.57,1000,0.8,na,na,na,na,na,na,17,na,na,na,na,na,40000,40,33200,na,anova,Y,18,54.1,13.3368,7.7,18,32,18.8794,10.9,2890.1,-0.976821783,0.202473102
P3270,P3270.2,P3270.2.1,P3270.2,3,3.1,physico.chemical.conditions,sediment.control,sediments,Sediment.concentration.system,1,Germany,Germany,Euro,Meso,Lake,LakeMeso,Independent,Y,Dreissena.polymorpha,Dreissena,Myida,non.native,na,0,na,2,na,na,na,na,na,na,na,na,na,na,na,na,28,na,8.39,na,anova,Y,5,639.4,443.19,198.2,9,2103,1014,338,na,-1.581159291,0.361950366
P3270,P3270.2,P3270.2.3,P3270.1,3,3.1,physico.chemical.conditions,sediment.control,sediments,Sedimentation.loss.of.ignition.system,-1,Germany,Germany,Euro,Meso,Lake,LakeMeso,Independent,Y,Dreissena.polymorpha,Dreissena,Myida,non.native,na,0,na,2,na,na,na,na,na,na,na,na,na,na,na,na,28,na,8.39,na,anova,Y,5,5.56,1.57,0.7,9,367,180,60,na,2.302268104,0.461963713
P3918,P3918.2,na,P3918.2,3,3.1,physico.chemical.conditions,sediment.control,sediments,Sediment.compression.system,1,Germany,Germany,Euro,Field,River,RiverField,Independent,Y,Unio.crassus,Unio,Unionida,native,na,na,na,na,na,na,na,na,na,9.75,14.9,7.6,na,na,na,na,1,na,100,na,mann.whitney,N,15,0.86,0.9,0.2324,15,1,0.85,0.2195,na,-0.155612173,0.126627107
P1912,P1912.2,P1912.2.2,P1912.2,3,3.2,physico.chemical.conditions,regulation.chemical,sediments,Suspended.sediments.concentration.system,-1,UK,UK,Euro,Field,Lake,LakeField,Independent,Y,Dreissena.polymorpha,Dreissena,Myida,non.native,566500,na,na,5.04,na,na,na,na,na,10.5,12.9,7.69,na,na,na,na,550000000,na,na,1.89,na,Y,12,1.81,0.505,0.1458,12,3.47,0.699,0.2018,na,2.628487018,0.299306924
P2842,P2842.1,P2842.1,P2842.1,3,3.2,physico.chemical.conditions,regulation.chemical,sediments,Sediment.clearance.rate.system,1,Germany,Germany,Euro,Lab,na,Lab,Independent,Y,Unio.pictorum,Unio,Unionida,native,na,0.15,3,na,0.05,na,na,na,na,na,16,na,na,na,na,62.3,6,1.5,384,8.6,na,na,66,0.4,0.08,0.0098,5,11.9286,14.7924,6.6154,na,-3.200851354,0.282633957
P1182,P1182.4,P1182.4.1,P1182.2,3,3.2,physico.chemical.conditions,regulation.chemical,sediments,Suspended.sediments.concentration.system,-1,CzechRepublic,CzechRepublic,Euro,Lab,na,Lab,Repeated,N,Unio.tumidus,Unio,Unionida,native,na,0.14,7.5,na,0.03,na,na,na,na,8.69,18.61,7.52,na,na,na,49.9,1,1.3,7.4,7.3,tukey,N,6,2,0.05,0.02,6,22,1.2247,0.5,na,21.30058505,19.18881215
P5671,P5671.2,P5671.2.1,P5671.2,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,Seston.filtration.rate.system,1,Germany,Germany,Euro,Field,Estuary,EstuaryField,Repeated,N,Dreissena.polymorpha,Dreissena,Myida,non.native,215,na,na,na,na,na,na,na,na,na,12,na,na,na,na,na,na,na,na,1.8,na,na,2,11.7,6.3,4.4548,6,341,44,17.9629,na,-7.114482389,3.667587007
P2994,P2994.1,P2994.5,P2994.1,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,O.flux.system,1,Lithuania,Lithuania,Euro,Meso,Estuary,EstuaryMeso,Repeated,na,Dreissena.polymorpha,Dreissena,Myida,non.native,na,na,0.23,na,na,na,na,na,na,na,23,na,0.8,na,na,na,47,207,na,na,mann.whitney,Y,4,13,8.8,4.4,3,73,5.7158,3.3,na,-6.548500368,3.476726962
P1912,P1912.2,P1912.2.3,P1912.3,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,NO3.concentration.system,-1,UK,UK,Euro,Field,Lake,LakeField,Independent,Y,Dreissena.polymorpha,Dreissena,Myida,non.native,566500,na,na,5.04,na,na,na,na,na,10.5,12.9,7.69,na,na,na,na,550000000,na,na,1.89,na,Y,24,0.95,0.1,0.0289,24,0.41,0.078,0.0225,1912.3,-0.417351444,0.477863271
P1932,P1932.1,P1932.1.4,P1932.1,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,Secchi.depth.system,1,Sweden,Sweden,Euro,Field,Lake,LakeField,Independent,N,Dreissena.polymorpha,Dreissena,Myida,non.native,na,na,na,5.25,na,0.04,na,0.04,na,na,na,na,na,na,na,na,na,na,na,na,t.test,Y,6,4.53,1.67,0.78,8,2.04,0.96,0.34,na,1.788032799,0.369801705
P1912,P1912.2,P1912.2.1,P1912.4,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,Secchi.depth.system,1,UK,UK,Euro,Field,Lake,LakeField,Independent,Y,Dreissena.polymorpha,Dreissena,Myida,non.native,566500,na,na,5.04,na,na,na,na,na,10.5,12.9,7.69,na,na,na,na,550000000,na,na,1.89,na,Y,12,2.25,0.278,0.0803,12,1.32,0.139,0.0401,na,4.085621943,0.503126979
P4898,P4898.3,na,P4898.2,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,Secchi.depth.system,1,TheNetherlands,TheNetherlands,Euro,Meso,Lake,LakeMeso,Repeated,Y,Dreissena.bugensis,Dreissena,Myida,non.native,254.7,0.87,750,0.86,0.2,0.08,na,0.23,na,10,23.6,8.2,na,na,0.06,na,392,na,na,2.26,t.test,Y,4,0.48,0.02,0.01,4,0.82,0.02,0.01,na,-14.7826087,14.03591682
P2227,P2227.1,P2227.1.1,P2227.1,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,O.concentration.system,1,Poland,Poland,Euro,Meso,Lake,LakeMeso,Repeated,na,Dreissena.polymorpha,Dreissena,Myida,non.native,na,na,270,na,na,0.02,na,0.07,na,9.5,18.7,na,na,na,250,na,200,0.66,332,1.5,anova,N,3,10.6538,2.3077,1.3323,3,11.4615,1.7308,0.9993,na,-0.316784152,0.43502935
P3270,P3270.2,P3270.2.2,P3270.3,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,Organic.matter.concentration.system,-1,Germany,Germany,Euro,Meso,Lake,LakeMeso,Independent,Y,Dreissena.polymorpha,Dreissena,Myida,non.native,na,0,na,2,na,na,na,na,na,na,na,na,na,na,na,na,28,na,8.39,na,anova,Y,5,30,9.17,4.1,9,826,501,167,na,1.821542964,0.391163011
P1361,P1361.1,P1361.1.1,P1361.1,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,NH4.flux.system,-1,Poland,Poland,Euro,Meso,Lake,LakeMeso,Independent,N,Dreissena.polymorpha,Dreissena,Myida,non.native,na,na,300,na,na,0.03,1.41,0.06,na,9.33,18.67,na,na,na,250,na,200,0.66,332,1.5,anova,Y,6,0.151,0.028,0.0162,6,0.277,0.047,0.0271,1361.1,2.185100822,0.522798431
P5236,P5236.1,na,P5236.1,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,N.content.system,-1,Lithuania,Lithuania,Euro,Lab,na,Lab,Repeated,Y,Dreissena.polymorpha,Dreissena,Myida,non.native,na,na,na,na,na,na,na,na,na,na,16.5,8.9,na,na,884,na,na,na,na,na,na,na,9,0.05,0.07,0.0404,9,0.03,0.01,0.0058,5236.1,-5.360049953,2.879336447
P4031,P4031.1,P4031.1.5,P4031.1,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,NO3.flux.system,-1,Lithuania,Lithuania,Euro,Lab,na,Lab,Independent,N,Dreissena.polymorpha,Dreissena,Myida,non.native,na,na,2,0.25,0.15,0,na,na,na,na,16,na,0,na,na,na,30,15,na,0.9,f.test,Y,63,16.1,11.7,3.9,7,0.16,0,0,4031.1,-2.021275634,0.408230334
P1162,P1162.2,P1162.2.1,P1162.2,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,Nitrification.groups.FB,1,Portugal,Portugal,Euro,Lab,na,Lab,Independent,N,Corbicula.fluminea,Corbicula,Venerida,non.native,na,na,1.5,na,na,na,na,na,na,7.97,16.4,4.29,na,na,na,na,20,13.3,na,24,t.test,N,6,24.095,24.208,13.9765,6,11.878,5656,3265.4931,1162.2,-0.709514501,0.318413069
P357,P357.1,P357.1.19,P357.1,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,SiO2.flux.system,-1,Lithuania,Lithuania,Euro,Lab,na,Lab,Independent,Y,Dreissena.polymorpha,Dreissena,Myida,non.native,na,0.01,1.5,na,na,na,na,na,na,na,17,na,na,na,na,na,na,na,na,na,anova,Y,24,6,5.6,2.8,45,0.04,0.06,0.03,357.1,-0.126676358,0.256744101
P1162,P1162.2,P1162.2.4,P1162.3,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,P.concentration.system,-1,Portugal,Portugal,Euro,Lab,na,Lab,Independent,N,Corbicula.fluminea,Corbicula,Venerida,non.native,na,na,1.5,na,na,na,na,na,na,7.97,16.4,4.29,na,na,na,na,20,13.3,na,24,t.test,N,6,14.253,7.24,4.18,6,4.977,4525,2612.51,1162.3,-0.000504438,0.266666851
P357,P357.1,P357.1.21,P357.2,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,SiO2.flux.system,-1,Lithuania,Lithuania,Euro,Lab,na,Lab,Independent,Y,Several,Several,Several,non.native,na,na,1.5,na,na,na,na,na,na,na,17,na,na,na,na,na,na,na,na,na,anova,Y,44,1,5.4,2.7,72,0.9,0.6,0.3,357.2,0.366694709,0.190054361
P4031,P4031.1,P4031.1.9,P4031.2,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,O.concentration.system,1,Lithuania,Lithuania,Euro,Lab,na,Lab,Independent,N,Dreissena.polymorpha,Dreissena,Myida,non.native,na,na,2,0.25,0.15,0,na,na,na,na,16,na,0,na,na,na,30,15,na,0.9,f.test,Y,18,2120,560,186.6667,10,2.87,0.13,0.0433,4031.2,3.771101619,0.663938776
P357,P357.1,P357.1.3,P357.3,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,O.flux.system,1,Lithuania,Lithuania,Euro,Lab,na,Lab,Independent,Y,Several,Several,Several,non.native,na,na,1.5,na,na,na,na,na,na,na,17,na,na,na,na,na,na,na,na,na,anova,Y,4,205.7,57.2,28.6,4,0.9,0.6,0.3,na,4.402782075,1.589602458
P1381,P1381.1,P1381.1.1,P1381.1,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,O.content.system,1,Portugal,Portugal,Euro,Lab,na,Lab,Repeated,N,Corbicula.fluminea,Corbicula,Venerida,non.native,na,na,0.3,na,0,na,na,na,na,8,20,8,na,na,na,na,20,66.6,na,2.4,na,na,120,77.1023,27.1512,9.5994,120,0,0,0,1381.1,4.706232288,0.141591937
P1374,P1374.1,P1374.1.2,P1374.2,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,P.concentration.system,-1,Spain,Spain,Euro,Field,River,RiverField,Independent,N,Corbicula.fluminea,Corbicula,Venerida,non.native,17100000000,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,lmm,Y,14,411.7,103.2,51.6,14,154.2,117,58.5,1374.2,-1.357606535,0.237379829
P5465,P5465.2,na,P5465.2,1,1.3,organisms,algae,,Chl.concentration.system,-1,Russia,Russia,Euroasia,Meso,Estuary,EstuaryMeso,Independent,Y,Dreissena.polymorpha,Dreissena,Myida,non.native,330,na,na,4,na,0,na,na,na,na,na,na,na,na,na,1.8,na,na,na,1.9,anova,N,6,1.74,0.323,0.1319,6,1.807,0.138,0.0563,na,0.249010484,0.286607261
P5726,P5726.1,P5726.1.2,P5726.1,2,2.1,human.inputs,human.inputs,mediation.wastes,Cd.concentration.FB,1,Russia,Russia,Euroasia,Lab,na,Lab,Repeated,N,Anodonta.cygnea,Anodonta,Unionida,native,na,na,4,na,na,na,na,0.25,na,7.4,20,6.95,na,na,na,na,4,1,na,7.18,na,na,4,40.9,4.99,3.5285,2,11.18,0,0,5726.1,0,0
P1018,P1018.1,na,P1018.1,2,2.1,human.inputs,human.inputs,mediation.wastes,Pollutant.concentration.FB,1,Russia,Russia,Euroasia,Lab,na,Lab,Independent,N,Several,Several,Unionida,native,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,7.5,t.test,Y,2,5.8108,1.4865,1.0511,16,4.0541,1.6216,0.4054,na,1.036913777,0.540070476
P1291,P1291.1,na,P1291.1,2,2.1,human.inputs,human.inputs,mediation.wastes,TSS.concentration.system,-1,Turkey,Turkey,Euroasia,Lab,na,Lab,Repeated,Y,Corbicula.fluminea,Corbicula,Venerida,non.native,na,na,375,na,na,na,na,na,na,na,na,na,1.38,na,na,na,na,na,32,1.41,na,na,15,2.06,0.6584,0.17,7,9.55,0.8996,0.34,na,9.749482454,2.354194761
P2257,P2257.1,P2257.1.1,P1694.1,2,2.1,human.inputs,human.inputs,mediation.wastes,Cu.concentration.FB,1,Turkey,Turkey,Euroasia,Field,River,RiverField,Independent,N,Unio.elongatulus,Unio,Unionida,native,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,3.15,na,na,50,5.61,1.62,0.7245,50,124.51,16.04,7.1733,1694.1,-49.93952906,67.69752843
P5465,P5465.1,na,P5465.1,3,3.2,physico.chemical.conditions,regulation.chemical,water.conditions,P.concentration.system,-1,Russia,Russia,Euroasia,Meso,Estuary,EstuaryMeso,Independent,Y,Dreissena.polymorpha,Dreissena,Myida,non.native,330,na,na,4,na,0,na,na,na,na,na,na,na,na,na,1.8,na,na,na,1.9,anova,N,6,8.6,4.9,2.0004,6,4.7,0.6,0.2449,na,-1.0313112,0.328340452
P1217,P1217.1,P1217.1.2,P1217.1,1,1.1,organisms,macrofauna.habitat,,Fishing-in-balance.index.system,1,Canada,Canada,NorthAm,Field,Lake,LakeField,Independent,Y,Dreissena.polymorpha,Dreissena,Myida,non.native,744000000,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,z.test,Y,24,0.81,0.27,0.3,24,0.72,0.25,0.1,1217.1,-0.565005539,0.157331008
P5314,P5314.1,P5314.1.1,P5314.1,1,1.1,organisms,macrofauna.habitat,,Macrophyte.available.habitat.system.,1,USA,USA,NorthAm,Field,Lake,LakeField,Repeated,Y,Dreissena.polymorpha,Dreissena,Myida,non.native,na,na,na,6.8,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,12,111,7.35,3,6,39.2,0.2,0.12,5314.1,0.008997663,3.90467353
P1435,P1435.1,P1435.1.4,P1435.1,1,1.1,organisms,macrofauna.habitat,,Hexagenia.spp..survival.rate.system,1,USA,USA,NorthAm,Meso,Lake,LakeMeso,Independent,N,Dreissena.bugensis,Dreissena,Myida,non.native,na,na,1,0.04,na,na,na,na,na,na,na,na,na,na,na,na,na,na,6000,na,anova,N,18,0.03,0.02,0.01,18,0.33,0.14,0.08,1435.1,-2.116566176,0.306227373
P1977,P1977.1,na,P1977.1,1,1.1,organisms,macrofauna.habitat,,number.of.fish.detections,1,USA,USA,NorthAm,Field,River,RiverField,Independent,N,Several,Several,Unionida,native,na,na,na,0.55,0.2,0.01,na,na,na,na,na,na,na,na,na,na,na,na,40,na,glm,Y,20,4.2,3.8,0.85,10,2,2.18,0.69,na,0.636037488,0.148743856
P4440,P4440.5,P4440.5.2,P4440.3,1,1.1,organisms,macrofauna.habitat,,Invertebrate.density.system,1,USA,USA,NorthAm,Field,River,RiverField,Repeated,Y,Amblema.plicata,Amblema,Unionida,native,na,0.25,na,na,0.15,na,na,na,na,na,na,na,4.02,na,na,na,10,na,40,na,na,na,10,100,156.52,70,10,410,89.44,40,4440.3,-0.42765241,0.30672114
P4440,P4440.5,P4440.5.1,P4440.2,1,1.1,organisms,macrofauna.habitat,,Invertebrate.density.system,1,USA,USA,NorthAm,Field,River,RiverField,Repeated,Y,Ortmanniana.ligamentina,Ortmanniana,Unionida,native,na,0.25,na,na,0.15,na,na,na,na,na,na,na,7.79,na,na,na,10,na,40,na,na,na,10,125,134.16,60,10,410,178.89,80,4440.2,-0.071498215,0.279811251
P4440,P4440.3,"P4440.3,1",P4440.1,1,1.1,organisms,macrofauna.habitat,,Invertebrate.density.system,1,USA,USA,NorthAm,Field,River,RiverField,Independent,Y,Several,Several,Unionida,native,na,0.25,na,na,0.15,na,na,na,na,na,na,na,5.91,na,na,na,10,na,40,na,anova,Y,15,230,134.16,60,30,3.1,1.6,0.51,4440.1,2.83933722,0.268007495
P2718,P2718.1,na,P2718.1,1,1.1,organisms,macrofauna.habitat,,Lamprey.larval.growth.rate,1,USA,USA,NorthAm,Meso,River,RiverMeso,Independent,N,Margaritifera.falcata,Margaritifera,Unionida,native,na,na,na,0.5,0.15,na,na,na,na,na,na,na,na,na,na,na,5,na,96,6.87,mixed.model,Y,5,0.08,0.04,0.02,5,0.04,0.04,0.02,na,0.903225806,0.367117586
P1993,P1993.2,P1993.2.5,P1993.2,1,1.1,organisms,macrofauna.habitat,,Invertebrate.abundance.system,1,USA,USA,NorthAm,Meso,River,RiverMeso,Independent,N,Margaritifera.falcata,Margaritifera,Unionida,native,na,0.5,na,0.5,na,na,na,na,na,na,na,na,na,na,na,na,40,na,80,na,monte.carlo,Y,96,1.38,0.44,0.22,96,0.64,0.48,0.24,1993.2,-0.090616836,0.112467727
P2409,P2409.1,P2409.1.1,P2409.1,1,1.2,organisms,zooplankton,,Amphipod.activity.system,-1,USA,USA,NorthAm,Lab,Lab,Lab,Independent,N,Dreissena.polymorpha,Dreissena,Myida,non.native,na,na,240,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,4356,na,anova,Y,18,0.24,0.02,0.01,30,0.21,0.02,0.01,2409.1,0.441427541,0.226302637
P5030,P5030.1,na,P5030.1,1,1.2,organisms,zooplankton,,Cladocera.density.system,-1,USA,USA,NorthAm,Lab,Lab,Lab,Repeated,Y,Dreissena.bugensis,Dreissena,Myida,non.native,na,1.13,946,na,na,na,na,na,na,na,20,na,na,na,na,na,5319,5.62,4707,na,na,na,9,1,0.87,0.5,9,14,6.93,4,5030.1,-2.258667689,0.430325487
P330,P330.4,P330.4.1,P330.4,1,1.2,organisms,zooplankton,,Copepoda.concentration.system,-1,USA,USA,NorthAm,Lab,Lab,Lab,Repeated,N,Corbicula.fluminea,Corbicula,Venerida,non.native,na,na,37,na,0.04,0.1,na,0.17,na,na,na,na,na,na,na,na,na,na,296.75,2.2,duncan,Y,3,123.7,33.2,2.99,9,459,438,146,na,-0.789479145,0.404668113
P2869,P2869.1,P2869.1.2,P2869.1,1,1.2,organisms,zooplankton,,Density.of.zooplankton.system,-1,Canada,Canada,NorthAm,Lab,Lab,Lab,Repeated,N,Dreissena.polymorpha,Dreissena,Myida,non.native,na,na,3,na,na,na,na,na,na,na,20,na,na,na,na,na,3,1,na,2.25,anova,Y,32,849.06,81.7,47.17,164,22.58,0,0,2869.1,-5.637544994,4.901144107
P2307,P2307.1,P2307.1.1,P2307.1,1,1.2,organisms,zooplankton,,Zoobento.density.system,-1,USA,USA,NorthAm,Field,Lake,LakeField,Repeated,N,Several,Several,Myida,non.native,na,na,na,na,na,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,t.test,Y,1169,3000,1900,34.69,1169,2800,400,11.7,na,0.145624634,0.001714301
P2061,P2061.3,P2061.3.2,P2061.3,1,1.2,organisms,zooplankton,,Zooplancton.concentration.system,-1,USA,USA,NorthAm,Field,Lake,LakeField,Repeated,N,Dreissena.polymorpha,Dreissena,Myida,non.native,207000000,na,na,6.8,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0.63,anova,Y,30,65.5,15.43,6.3,20,39.7,16.8,8.4,2061.3,1.105641784,0.266062072
P3327,P3327.1,P3327.1.2,P3327.2,1,1.2,organisms,zooplankton,,Zooplankton.density.system,-1,USA,USA,NorthAm,Field,Lake,LakeField,Repeated,Y,Dreissena.bugensis,Dreissena,Myida,non.native,58026000000,na,na,40.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,anova,Y,131,23,93.67,15,12,149.5,20.2,11.66,3327.2,0.257291547,0.164865333
P5212,P5212.4,P5212.4.1,P5212.4,1,1.2,organisms,zooplankton,,Feed.energy.content.FB,1,USA,USA,NorthAm,Field,Lake,LakeField,Repeated,N,Dreissena.polymorpha,Dreissena,Myida,non.native,590000,na,na,6.2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,4460,na,na,na,11,9.12,1.84,0.61,3,10,0,0,na,-0.490467563,0.380403656
P4651,P4651.2,na,P4651.2,1,1.2,organisms,zooplankton,,Zooplankton.biomass.system,-1,USA,USA,NorthAm,Meso,Lake,LakeMeso,Independent,N,Dreissena.polymorpha,Dreissena,Myida,non.native,1500,3.24,na,1,0.08,na,na,0.05,na,11,19.4,9.25,na,na,na,na,na,na,8000,1.8,anova,Y,15,20.9,3.81,2.2,15,0.21,0.17,0.1,4651.2,2.269869436,0.612408949
P330,P330.3,P330.3.1,P330.3,1,1.2,organisms,zooplankton,,Zooplankton.concentration.FB,1,USA,USA,NorthAm,Lab,na,Lab,Repeated,N,Corbicula.fluminea,Corbicula,Venerida,non.native,na,na,37,na,0.04,0.1,na,0.17,na,na,na,na,na,na,na,na,na,na,296.75,2.2,duncan,Y,3,7.5,6.3,3.6373,9,478,324,108,na,-1.498604366,0.472273852
P2103,P2103.2,P2103.2.1,P2103.2,1,1.2,organisms,zooplankton,,Zooplankton.growth.rate.system,-1,USA,USA,NorthAm,Meso,River,RiverMeso,Independent,N,Dreissena.polymorpha,Dreissena,Myida,non.native,na,1.77,3500,1.3,na,na,na,na,na,na,na,na,na,0.01,na,na,2500,na,na,1.85,na,na,20,0.08,0.02,0.07,20,0.28,0.02,0.01,2103.2,-1.440023262,0.550032063
P2815,P2815.1,P2815.1.5,P2815.1,1,1.3,organisms,algae,,Algae.concentration.system,-1,USA,USA,NorthAm,Field,Lake,LakeField,Repeated,N,Dreissena.polymorpha,Dreissena,Myida,non.native,na,na,na,2.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,71617,na,na,na,18,4.458,4.738,2.369,20,0.008,0.007,0.0031,2815.1,-0.755933375,0.172097617
